address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,longitude,results,risk,state,violations,zip
10-20 E DELAWARE ST ,LITTLE MARKET BRASSIERE,CHICAGO,LITTLE MARKET BRASSIERE,Restaurant,2013-09-26T00:00:00.000,1365288,Canvass Re-Inspection,41.89925505559848,2157256.0,"{'type': 'Point', 'coordinates': [-87.627834637991, 41.899255055598]}",-87.62783463799146,Pass,Risk 1 (High),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND NO FRUIT FLIES AT PREMISES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS CLEANED BY DISMACHINE AREAS. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: FOODHANDLERS WEARING HAIR RESTRAINTS.",60611.0
10123 S WESTERN AVE ,CHUCK'S PIZZA,CHICAGO,CHUCK'S PIZZA,Restaurant,2012-06-11T00:00:00.000,1150454,Canvass,41.70933147991459,75945.0,"{'type': 'Point', 'coordinates': [-87.681564002978, 41.709331479915]}",-87.68156400297771,Pass w/ Conditions,Risk 2 (Medium),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: A certified food service manager must be present in all establishments at which potentially hazardous food is prepared or served.NO CITY OF CHICAGO SANITATION CERTIFICATE POSTED AT THIS TIME OF INSPECTION. INSTRUCTED SHAWKAT TO APPLY FOR RECIPROCITY AT HWC 30 E LAKE ST ROOM 1131 PHONE 1-312-553-5807. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.NEED TO CLEAN WALK-IN COOLER FANGUARD DUSTY. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities.CLEAN LIGHT SHIELDS IN REAR PREP AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.NEED TO CLEAN CEILING IN WALK IN COOLER DUSTY.",60643.0
81 E VAN BUREN ST ,THE CHICAGO CLUB,CHICAGO,THE CHICAGO CLUB,Restaurant,2014-07-21T00:00:00.000,1453434,Canvass,41.87689657976138,36751.0,"{'type': 'Point', 'coordinates': [-87.624651454091, 41.876896579761]}",-87.62465145409128,Pass,Risk 1 (High),IL,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOUND ON SITE VACUUM PACKAGING MACHINE WITH NO HACCP PLAN OR APPROVAL. 
MACHINE IS BEING TAGGED HELD FOR INSPECTION AT THIS TIME. MACHINE MAY NOT BE USED UNTIL APPROVAL IS GRANTED FOR MACHINE.  
INFORMATION GIVEN. 
NO CITATION ISSUED, 
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SEVERAL REACH IN COOLERS IN NEED OF NEW RUBBER GASKETS. 
MUST INSTALL AND MAINTAIN AT ALL TIMES. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS IN DRY STORAGE AREA IN NEED OF CLEANING TO REMOVE ALL DEBRIS. 
MUST CORRECT AND MAINTAIN AT ALL TIMES. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS IN COFFEE STATION ON 8TH FLOOR IN NEED OF CLEANING TO REMOVE ALL SPLATTER. 
MUST CLEAN AND MAINTAIN AT ALL TIMES. 
",60605.0
3615 W IRVING PARK RD ,MCDONALDS,CHICAGO,MCDONALDS,Restaurant,2012-07-20T00:00:00.000,1098457,Canvass,41.953646651915804,1093571.0,"{'type': 'Point', 'coordinates': [-87.71848490505, 41.953646651916]}",-87.71848490505019,Pass,Risk 2 (Medium),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REPLACE BROKEN GASKET FOR SMALL MILK COOLER DOOR AT FRONT SERVING AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN/SANITIZE; COOLERS, OVEN, FRYERS, UPPER PANEL OF ICE MACHINE, AND DISH WASHING MACHINE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS AT REAR DISH WASHING AREA AND STORAGE AREAS, UNDER, BEHIND EQUIPMENT AT CORNERS AND ALONG WALLS.  ALSO CLEAN FLOOR DRAINS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTRUCTED TO REPLACE MISSING LIGHT SHIELD ABOVE 3PART SINK, AND CLEAN LIGHT SHIELDS THRU-OUT PREP AREAS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR DRAIN STOPPER FOR 3RD COMPARTMENT OF 3PART SINK. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: INSTRUCTED, ICE SCOOPS MUST BE PROPERLY STORED.",60618.0
3042 N BROADWAY ,STELLA'S DINER,CHICAGO,STELLA'S DINER,Restaurant,2017-01-05T00:00:00.000,1978957,Complaint,41.93766503448767,3769.0,"{'type': 'Point', 'coordinates': [-87.644467520425, 41.937665034488]}",-87.6444675204252,Pass,Risk 1 (High),IL,"45. FOOD HANDLER REQUIREMENTS MET - Comments: OBSERVED NOT ALL FOOD HANDLERS HAVE BEEN CERTIFIED. INSTRUCTED THAT ALL FOOD HANDLERS MUST MEET MINIMUM FOOD HANDLER REQUIREMENTS AND PROVIDE DOCUMENTATION OF CERTIFICATION ON SITE AT ALL TIMES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED HEAVY GREASE AND FOOD DEBRIS ACCUMULATION ON THE FLOOR UNDER THE GRILL AND FRYERS. ALSO OBSERVED ACCUMULATION OF FOOD DEBRIS ON THE FLOOR IN THE PREPARED FOOD WALK IN COOLER. INSTRUCTED TO CLEAN AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED THE COFFEE GRINDER DIRECTLY NEXT TO THE FRONT COUNTER HAND SINK. INSTRUCTED TO PROVIDE A SPLASH GUARD ON THE LEFT SIDE OF THE SINK TO PROTECT THE COFFEE GRINDER, OR PROVIDE AT LEAST 12 INCHES OF CLEARANCE.",60657.0
3658 W IRVING PARK RD ,CHICKEN WORKS AND SALAD CO.,CHICAGO,CHICKEN WORKS AND SALAD CO.,Restaurant,2016-11-09T00:00:00.000,1971125,Canvass,41.95385813673397,1969955.0,"{'type': 'Point', 'coordinates': [-87.719997986862, 41.953858136734]}",-87.7199979868619,Pass,Risk 1 (High),IL,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST PROPERLY DATE AND LABEL WITH FACILITY NAME, ADDRESS, PHONE AND INGREDIENTS THE PRE-WRAPPED COOKIES NEXT TO THE CASHIER STATION.
ALSO MUST DATE AND LABEL ALL PREPRARED COOKED AND RAW FOODS AT THE 2 DR REFRIGERATOR ACROSS THE MAIN COOKING LINE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND REMOVE FOOD DEBRI FROM THE INTERIOR OF THE ICE BOX FREEZER LOCATED IN THE MOST REAR SECTION OF THE BASEMENT AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN THE FLOOR DRAIN IN THE STAFF BASEMENT RESTROOM AND REMOVE FOUL ODOR FROM THE ABOVE RESTROOM.",60618.0
932 N NOBLE ST ,NOBLE MINI MART,CHICAGO,NOBLE MINI MART,Grocery Store,2014-04-04T00:00:00.000,1434561,License Re-Inspection,41.898922422930134,2319711.0,"{'type': 'Point', 'coordinates': [-87.662627310939, 41.89892242293]}",-87.66262731093853,Pass,Risk 3 (Low),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION ABATED. FACILITY HAS CONTRACT WITH ROSE PEST SOLUTIONS. ROSE PROVIDED LICENSE, CONTRACT AGREEMENT, AND LOG BOOK. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND RAW WOOD SURFACES THROUGHOUT. INSTRUCTED TO SEAL ALL RAW WOOD SURFACES SO THEY ARE SMOOTH AND EASILY CLEANABLE AND TO MAINTAIN. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: FOUND NO SELF CLOSING DEVICE ON RESTROOM DOOR. INSTRUCTED TO INSTALL AND MAINTAIN.",60642.0
9440 S LAFAYETTE AVE ,SEE THRU CHINESE KITCHEN #15,CHICAGO,SEE THRU CHINESE KITCHEN #15,Restaurant,2011-11-18T00:00:00.000,606496,Complaint,41.72223200529753,1649310.0,"{'type': 'Point', 'coordinates': [-87.625209014368, 41.722232005298]}",-87.62520901436761,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST USE FOOD STORAGE BAGS FOR ALL FOODS BEING STORED IN WALK-IN FREEZER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN THE FOLLOWING: ALL STORAGE SHELVES AND EXTERIORS OF ALL BULK FOOD STORAGE CONTAINERS BY WASHROOM, SIDES OF COOKING EQUIPMENT, INTERIOR CABINETS OF DEEP FRYERS, FILTERS ABOVE COOKING EQUIPMENT, AND STORAGE SHELVES THROUGHOUT FOOD PREP AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS ALONG ALL WALL BASES, IN CORNERS, UNDERNEATH AND BEHIND ALL HEAVY EQUIPMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN ALL LIGHT SHIELDS IN FOOD PREP AREA WHERE NEEDED. CLEAN AND/OR PAINT WALLS IN BULK FOOD STORAGE AREA BY WASH ROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELIMINATE CLUTTER IN WASH ROOM, ALL ARTICLES MUST BE STORED ELEVATED 6 INCHES OFF FLOOR. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKY FAUCET AT 3 COMPARTMENT SINK.",60620.0
2822 W MONTROSE AVE ,The Corner Lot Grocery,CHICAGO,The Corner Lot Grocery,Grocery Store,2013-03-05T00:00:00.000,1322114,License Re-Inspection,41.9613525415788,2232819.0,"{'type': 'Point', 'coordinates': [-87.699538229728, 41.961352541579]}",-87.69953822972849,Pass,Risk 3 (Low),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: Corrected and abated. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Corrected and abated. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Corrected and abated. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Corrected and abated. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Corrected and abated. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Corrected and abated. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Corrected and abated. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO VENTILATION IN THE WASHROOM. INSTRUCTED TO INSTALL VENTILATION.",60618.0
4140 W Addison ST ,St. Viator,CHICAGO,St. Viator,School,2014-04-14T00:00:00.000,1434800,Canvass,41.94643989986643,1878519.0,"{'type': 'Point', 'coordinates': [-87.730738175237, 41.946439899866]}",-87.73073817523697,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN INTERIOR SURFACE OF MICROWAVE OVEN WITH EXCESSIVE DRIED FOOD SPILLAGE IN TEACHER'S LOUNGE (1ST FLOOR) TO PREVENT PEST HARBORAGE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED CORNER CEILING IN POOR REPAIR WITH WATER DAMAGED INSIDE GIRLS WASHROOM 2ND FLOOR. ",60641.0
701 S STATE ST ,SOUTH LOOP CLUB INC,CHICAGO,SOUTH LOOP CLUB INC,Restaurant,2012-08-28T00:00:00.000,1096484,Canvass,41.87305557644521,14622.0,"{'type': 'Point', 'coordinates': [-87.627417812545, 41.873055576445]}",-87.62741781254495,Pass,Risk 1 (High),IL,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: FOUND FOOD CONTAINERS NOT STORED PROPERLY ON SHELVING UNIRS. MUST STORE INVERTED.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT BASEMENT STORAGE AREAS.",60605.0
11601 W TOUHY AVE ,STARBUCKS HK APEX (T3 HK FOODCOURT),CHICAGO,STARBUCKS HK APEX,Restaurant,2013-08-15T00:00:00.000,1360289,Canvass Re-Inspection,42.008536400868735,1141505.0,"{'type': 'Point', 'coordinates': [-87.91442843927, 42.008536400869]}",-87.91442843927047,Pass,Risk 2 (Medium),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED",60666.0
60 E OHIO ST ,BIG BOWL,CHICAGO,BIG BOWL,Restaurant,2015-10-01T00:00:00.000,1448016,Complaint,41.892625305630155,1573666.0,"{'type': 'Point', 'coordinates': [-87.62572630042, 41.89262530563]}",-87.62572630041991,Fail,Risk 1 (High),IL,"8. SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME - Comments: OBSERVED HIGH TEMPERATURE DISHMACHINE IN NEED OF REPAIR. FINAL RINSE GAUGE NOT WORKING. TEST STRIP WAS USED TO CHECK FINAL SANITIZING RINSE FOR READING OF 180F OR HIGHER. INDICATION WAS NO CHANGE TO STRIP COLOR. 
MUST REPAIR. CRITICAL VIOLATION 7-38-030. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOOR OF FOOD SPILLS BEHIND FRONT COOK LINE AND AT REAR PREP AREA. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED OUTSIDE GARBAGE AREA NOT MAINTAINED WITH GREASE CONTAINER LID COVERED WITH GREASE AND GREASE SPILLED ON GROUND AROUND CONTAINER. ALSO NOTED SEVERAL DUMPSTERS OVERFLOWING WITH GARBAGE IN SAME ENCLOSED 
COMMON AREA WITH COMPACTOR HAVING FOOD SPILLS ON AND AROUND IT. MUST CLEAN/SANITIZE AREA AND MAINTAIN AT ALL TIMES. SERIOUS VIOLATION 7-38-020. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK AT FAUCET OF EXPOSED HAND WASH SINK AT FRONT COOK LINE. MUST REPAIR.  ",60611.0
5897 N ELSTON AVE ,MARY AND JANET'S DAYCARE & LEARNING CENTER,CHICAGO,MARY AND JANET'S DAYCARE & LEARNING CENTER,Daycare (2 - 6 Years),2010-06-07T00:00:00.000,250608,Canvass,41.98866559230408,1595244.0,"{'type': 'Point', 'coordinates': [-87.775125607687, 41.988665592304]}",-87.77512560768693,Pass,Risk 1 (High),IL,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Unnecessary articles storeds in utility and storage closets. Instructed to organize and elevate supplies 6 inches or higher off floor. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floor in storage rooms and corners of classroom not cleaned. Instructed to detail clean. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Storage cabinets in kitchen not cleaned. Instructed to detail clean and sanitize.",60646.0
1400 S JEFFERSON ST ,BROWN CAFE CHICAGO,CHICAGO,BROWN CAFE CHICAGO,Restaurant,2013-03-12T00:00:00.000,1324353,Canvass,41.86350135244771,2042739.0,"{'type': 'Point', 'coordinates': [-87.642209500776, 41.863501352448]}",-87.64220950077579,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY CERTIFIED FOODSERVICE MANAGER ON DUTY/SITE WHILE POTENTALLY HAZARDOUS FOODS ARE BEING PREPARE AND SERVED SUCH AS CHICKEN,ITALIAN BEEF,RICE,HOT DOGS AND FISH. INSTRUCTED MANAGER TO HAVE MORE EMPLOYEES ENROLLED IN SANITATION CLASS. SERIOUS CITATION ISSUED #7-38-012 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN INTERIOR OF ALL COOLERS TO REMOVE SPILLS AND/OR DEBRIS. MUST MAINTAIN. ALSO DETAIL CLEAN SHELVING AND ROLLING RACK IN WALK IN COOLER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED DETAIL CLEANING TO REMOVE GREASE,SPILLS AND DEBRIS FROM AROUND COOKING AND HEATING EQUIPMENT. ALSO FLOORS IN PAPER GOODS STORAGE ROOM NEEDS CLEANING. MUST MAINTAIN.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FILTER ABOVE COOKING EQUIPMENT NEEDS DETAIL CLEANING TO REMOVE GREASE AND DEBRIS BULID UP. MUST MAINTAIN. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: NOTED ICE SCOOP INSIDE ICE BIN ON ICE. MUST PROVIDE A ICE SCOOP HOLDER TO PROPERLY STORE SCOOP. 
NOTED RAGS IN DIRTY WATER BY COOKING EQUIPMENT. MUST CHANGE WATER WITH SANITIZER MORE FREQUENTLY. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED FAUCETS AND BOTTOM OF 3-COMP SINK IN POOR REPAIR(LEAKS). MUST REPAIR AND MAINTAIN.",60607.0
6560 S WESTERN AVE ,"SUNRISE TO SUNSET FOOD MART, INC",CHICAGO,"SUNRISE TO SUNSET FOOD MART, INC",Grocery Store,2010-12-01T00:00:00.000,468107,License,41.773871250304225,2068988.0,"{'type': 'Point', 'coordinates': [-87.683643778025, 41.773871250304]}",-87.68364377802502,Fail,Risk 3 (Low),IL,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: All food establishments shall be provided with an adequate supply of hot and cold water under pressure properly connected to the city water supply. 
 
NO HOT RUNNING WATER ON PREMISES AS REQUIRED.  MUST PROVIDE HOT RUNNING WATER AT ALL SINKS. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
 
MUST RODENT PROOF FRONT ENTRANCE DOOR AT BOTTOM AND SIDES TO AVOID POSSIBLE RODENT ENTRY.   | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. 
 
CLEAN STORAGE SHELVES UNDER FRONT COUNTER AND WHERE CANNED GOODS STORED AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. 
 
MUST INSTALL A UTILITY SINK WITH HOT AND COLD RUNNING WATER AND A BACKFLOW DEVICE.",60636.0
730-732 W MAXWELL ST ,KOHAN JAPANESE RESTAURANT,CHICAGO,KOHAN JAPANESE RESTAURANT,Restaurant,2016-08-08T00:00:00.000,1948939,Canvass,41.86490157227488,1841301.0,"{'type': 'Point', 'coordinates': [-87.646292290535, 41.864901572275]}",-87.64629229053516,Pass,Risk 1 (High),IL,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STOCK ON FLOOR. INSTD TO ELEVATE 6 INCHES. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: THERMOMETERS MISSING FOR SUSHI DISPLAY CASES (TOP LINE). INSTD TO PROVIDE SAME. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: WORN CAULKING WITH EXCESSIVE BLACK SUBSTANCE AT BASE OF 3-COMPARTMENT SINK AND WALL, AND ALONG WALL WHERE DISHMACHINE AND SCRAPE SINK LOCATED. INSTD TO REPAIR AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VENTS AND LIGHTSHIELDS IN PREP AREA NOT CLEAN, DUST AND DEBRIS. WALK-IN COOLER FAN COVERS WITH DUST ACCUMULATION. INSTD TO CLEAN AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: CLEAN MULTI USE EQUIPMENT IMPROPERLY STORED ON FLOOR UNDER 3-COMPARTMENT SINK AND ON TOP OF DISHMACHINE. INSTD TO STORED PROPERLY  ON PROPER SHELVING (CAN NOT STORE UNDER 3-COMPARTMENT SINK)",60607.0
